state,county,fips,year,population,pub_sup_1,pub_sup_2,pub_sup_3,pub_sup_4,pub_sup_5,pub_sup_6,pub_sup_7,pub_sup_8,pub_sup_9,pub_sup_10,pub_sup_11,pub_sup_12,dom_sup_1,dom_sup_2,dom_sup_3,dom_sup_4,dom_sup_5,dom_sup_6,dom_sup_7,dom_sup_8,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,ind_9,irrigation_1,irrigation_2,irrigation_3,irrigation_4,irrigation_5,irrigation_6,irrigation_7,crop_1,crop_2,crop_3,crop_4,crop_5,crop_6,crop_7,golf_1,golf_2,golf_3,golf_4,golf_5,golf_6,golf_7,livestock_1,livestock_2,livestock_3,aqua_1,aqua_2,aqua_3,aqua_4,aqua_5,aqua_6,aqua_7,aqua_8,aqua_9,mining_1,mining_2,mining_3,mining_4,mining_5,mining_6,mining_7,mining_8,mining_9,thermoelectric_1,thermoelectric_2,thermoelectric_3,thermoelectric_4,thermoelectric_5,thermoelectric_6,thermoelectric_7,thermoelectric_8,thermoelectric_9,thermoelectric_10,thermoelectric_11,thermoelectric_12,thermoelectric_13,thermoelectric_14,thermoelectric_15,thermoelectric_16,thermoelectric_17,thermoelectric_18,thermoelectric_19,thermoelectric_20,thermoelectric_21,thermoelectric_22,thermoelectric_23,thermoelectric_24,thermoelectric_25,thermoelectric_26,thermoelectric_27,thermoelectric_28,thermoelectric_29,thermoelectric_30,gro_wat_1,gro_wat_2,gro_wat_3,surf_wat_1,surf_wat_2,surf_wat_3,total_withdrawal_1,total_withdrawal_2,total_withdrawal_3
IL,Lawrence County,17101,2010,16833.0,12940.0,0.0,12940.0,1.24,0.0,1.24,0.0,0.0,0.0,1.24,0.0,1.24,3893.0,0.31,0.0,0.31,80.0,1.04,80.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.01,7.76,16.6,0.0,0.0,16.6,7.73,0.0,7.73,16.57,0.0,0.0,16.57,0.02,0.01,0.03,0.03,0.0,0.0,0.03,0.23,0.0,0.23,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.12,7.22,7.34,0.0,0.0,0.0,0.12,7.22,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65,7.22,16.87,0.01,0.0,0.01,9.66,7.22,16.88
IL,Lee County,17103,2010,36031.0,29920.0,0.0,29920.0,4.06,0.0,4.06,0.0,0.0,0.0,4.06,0.0,4.06,6111.000000000003,0.49,0.0,0.49,80.0,2.39,80.0,2.88,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.05,9.42,1.47,10.89,23.65,0.0,0.0,23.65,9.29,1.43,10.72,23.51,0.0,0.0,23.51,0.13,0.04,0.17,0.14,0.0,0.0,0.14,0.29,0.0,0.29,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.03,0.0,0.03,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.32,0.0,14.32,1.5,0.0,1.5,15.82,0.0,15.82
IL,Livingston County,17105,2010,38950.0,29810.0,1900.0,31710.0,1.74,0.0,1.74,3.78,0.0,3.78,5.52,0.0,5.52,7240.0,0.58,0.0,0.58,80.0,2.54,80.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.19,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.19,0.16,0.0,0.0,0.16,0.88,0.0,0.88,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.37,0.0,0.37,0.47,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,4.24,0.0,4.24,7.64,0.0,7.64
IL,Logan County,17107,2010,30305.0,22060.0,0.0,22060.0,2.92,0.0,2.92,0.0,0.0,0.0,2.92,0.0,2.92,8245.0,0.66,0.0,0.66,80.0,1.76,80.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.06,0.0,0.0,0.06,0.38,0.0,0.38,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,0.02,9.47,0.0,9.47,9.49,0.0,9.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,0.0,4.01,9.5,0.0,9.5,13.51,0.0,13.51
IL,McDonough County,17109,2010,32612.0,5600.0,21590.0,27190.0,1.12,0.0,1.12,1.93,0.0,1.93,3.05,0.0,3.05,5422.000000000002,0.43,0.0,0.43,79.0,2.18,80.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.16,0.0,0.0,0.16,0.27,0.0,0.27,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,1.87,2.05,0.0,2.05,3.92,0.0,3.92
IL,McHenry County,17111,2010,308760.0,236920.0,0.0,236920.0,19.97,0.0,19.97,0.0,0.0,0.0,19.97,0.0,19.97,71840.0,5.75,0.0,5.75,80.0,18.95,80.0,24.7,1.33,0.0,1.33,0.0,0.0,0.0,1.33,0.0,1.33,2.77,0.75,3.52,7.49,0.0,0.0,7.49,2.27,0.25,2.52,6.51,0.0,0.0,6.51,0.5,0.5,1.0,0.98,0.0,0.0,0.98,0.41,0.0,0.41,0.16,,0.16,2.85,,2.85,3.01,0.0,3.01,0.0,0.0,0.0,1.24,0.0,1.24,1.24,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.39,0.0,30.39,4.84,0.0,4.84,35.23,0.0,35.23
IL,McLean County,17113,2010,169572.0,72690.0,83020.0,155710.0,6.14,0.0,6.14,5.51,0.0,5.51,11.65,0.0,11.65,13862.0,1.11,0.0,1.11,80.0,12.46,80.0,13.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.44,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.44,0.37,0.0,0.0,0.37,0.64,0.0,0.64,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.48,0.0,0.48,0.61,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24,0.0,8.24,6.21,0.0,6.21,14.45,0.0,14.45
IL,Macon County,17115,2010,110768.0,20330.0,81960.0,102290.0,1.79,0.0,1.79,21.22,0.0,21.22,23.01,0.0,23.01,8478.0,0.68,0.0,0.68,80.0,8.19,80.0,8.87,2.11,0.0,2.11,13.08,0.0,13.08,15.19,0.0,15.19,0.21,0.13,0.34,0.3,0.0,0.0,0.3,0.07,0.0,0.07,0.02,0.0,0.0,0.02,0.14,0.13,0.27,0.28,0.0,0.0,0.28,0.09,0.0,0.09,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.06,0.0,0.06,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,0.0,4.89,34.49,0.0,34.49,39.38,0.0,39.38
IL,Macoupin County,17117,2010,47765.0,0.0,46820.0,46820.0,0.0,0.0,0.0,4.2,0.0,4.2,4.2,0.0,4.2,945.0,0.08,0.0,0.08,85.0,3.75,80.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.15,0.15,0.17,0.0,0.0,0.17,0.63,0.0,0.63,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.11,1.11,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.71,5.46,0.0,5.46,6.17,0.0,6.17
IL,Madison County,17119,2010,269282.0,157350.0,84720.0,242070.0,14.17,0.0,14.17,45.05,0.0,45.05,59.22,0.0,59.22,27212.0,2.18,0.0,2.18,80.0,19.37,80.0,21.55,26.1,0.0,26.1,9.95,0.0,9.95,36.05,0.0,36.05,0.33,0.29,0.62,0.72,0.0,0.0,0.72,0.04,0.0,0.04,0.04,0.0,0.0,0.04,0.29,0.29,0.58,0.68,0.0,0.0,0.68,0.29,0.0,0.29,0.0,,0.0,0.04,,0.04,0.04,0.0,0.04,0.92,0.09,1.01,0.0,0.0,0.0,0.92,0.09,1.01,0.0,0.0,0.0,305.39,0.0,305.39,305.39,0.0,305.39,3813.59,0.0,0.0,0.0,305.39,0.0,305.39,305.39,0.0,305.39,3813.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.99,0.09,44.08,360.72,0.0,360.72,404.71,0.09,404.8
IL,Marion County,17121,2010,39437.0,760.0,37180.0,37940.0,0.0,0.0,0.0,1.07,0.0,1.07,1.07,0.0,1.07,1497.0,0.12,0.0,0.12,80.0,3.03,80.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.28,0.0,0.0,0.28,0.0,0.1,0.1,0.13,0.0,0.0,0.13,0.0,0.16,0.16,0.15,0.0,0.0,0.15,0.18,0.0,0.18,0.02,,0.02,1.79,,1.79,1.81,0.0,1.81,0.0,0.65,0.65,0.0,0.0,0.0,0.0,0.65,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.65,0.97,3.12,0.0,3.12,3.44,0.65,4.09
IL,Marshall County,17123,2010,12640.0,9530.0,0.0,9530.0,1.62,0.0,1.62,0.0,0.0,0.0,1.62,0.0,1.62,3110.0,0.25,0.0,0.25,80.0,0.76,80.0,1.01,0.67,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.67,0.11,0.04,0.15,0.57,0.0,0.0,0.57,0.07,0.0,0.07,0.49,0.0,0.0,0.49,0.04,0.04,0.08,0.08,0.0,0.0,0.08,0.11,0.0,0.11,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.37,0.0,0.37,0.48,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,2.87,0.41,0.0,0.41,3.28,0.0,3.28
IL,Mason County,17125,2010,14666.0,8500.0,0.0,8500.0,0.64,0.0,0.64,0.0,0.0,0.0,0.64,0.0,0.64,6166.0,0.49,0.0,0.49,79.0,0.68,80.0,1.17,0.08,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.08,59.63,0.07,59.7,111.07,0.0,0.0,111.07,59.57,0.07,59.64,110.99,0.0,0.0,110.99,0.06,0.0,0.06,0.08,0.0,0.0,0.08,0.1,0.0,0.1,3.65,,3.65,1.79,,1.79,5.44,0.0,5.44,0.9,0.0,0.9,0.0,0.0,0.0,0.9,0.0,0.9,1.27,0.0,1.27,29.97,0.0,29.97,31.24,0.0,31.24,3007.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,1.27,29.97,0.0,29.97,31.24,0.0,31.24,3007.11,66.76,0.0,66.76,31.83,0.0,31.83,98.59,0.0,98.59
IL,Massac County,17127,2010,15429.0,14500.0,0.0,14500.0,2.8,0.0,2.8,0.0,0.0,0.0,2.8,0.0,2.8,929.0,0.07,0.0,0.07,75.0,1.16,80.0,1.23,3.79,0.0,3.79,0.0,0.0,0.0,3.79,0.0,3.79,4.44,0.0,4.44,8.12,0.0,0.0,8.12,4.39,0.0,4.39,8.08,0.0,0.0,8.08,0.05,0.0,0.05,0.04,0.0,0.0,0.04,0.12,0.0,0.12,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.4,652.89,0.0,652.89,654.29,0.0,654.29,7854.43,1.4,0.0,1.4,652.89,0.0,652.89,654.29,0.0,654.29,7854.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.62,0.0,12.62,652.89,0.0,652.89,665.51,0.0,665.51
IL,Menard County,17129,2010,12705.0,11980.0,0.0,11980.0,0.84,0.0,0.84,0.0,0.0,0.0,0.84,0.0,0.84,725.0,0.06,0.0,0.06,83.0,0.96,80.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.03,0.86,3.22,0.0,0.0,3.22,0.81,0.0,0.81,3.16,0.0,0.0,3.16,0.02,0.03,0.05,0.06,0.0,0.0,0.06,0.15,0.0,0.15,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.08,0.0,0.08,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.9,0.11,0.0,0.11,2.01,0.0,2.01
IL,Mercer County,17131,2010,16434.0,9840.0,0.0,9840.0,0.96,0.0,0.96,0.0,0.0,0.0,0.96,0.0,0.96,6593.999999999997,0.53,0.0,0.53,80.0,0.79,80.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.04,1.26,7.56,0.0,0.0,7.56,1.19,0.0,1.19,7.46,0.0,0.0,7.46,0.03,0.04,0.07,0.1,0.0,0.0,0.1,0.45,0.0,0.45,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,3.16,0.04,0.0,0.04,3.2,0.0,3.2
IL,Monroe County,17133,2010,32957.0,5240.0,20330.0,25570.0,0.36,0.0,0.36,0.0,0.0,0.0,0.36,0.0,0.36,7387.0,0.59,0.0,0.59,80.0,2.05,80.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.21,1.88,3.53,0.0,0.0,3.53,1.6,0.0,1.6,3.26,0.0,0.0,3.26,0.07,0.21,0.28,0.27,0.0,0.0,0.27,0.27,0.0,0.27,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.16,0.0,0.16,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,2.93,0.37,0.0,0.37,3.3,0.0,3.3
IL,Montgomery County,17135,2010,30104.0,6530.0,18920.0,25450.0,0.56,0.0,0.56,2.06,0.0,2.06,2.62,0.0,2.62,4654.0,0.37,0.0,0.37,80.0,2.03,80.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.17,0.49,0.0,0.0,0.49,0.09,0.0,0.09,0.39,0.0,0.0,0.39,0.02,0.06,0.08,0.1,0.0,0.0,0.1,0.43,0.0,0.43,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.0,0.29,0.0,0.0,0.0,474.79,0.0,474.79,474.79,0.0,474.79,4855.37,0.0,0.0,0.0,474.79,0.0,474.79,474.79,0.0,474.79,4855.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,1.47,477.2,0.0,477.2,478.67,0.0,478.67
IL,Morgan County,17137,2010,35547.0,5640.0,26450.0,32090.000000000004,0.07,0.0,0.07,0.17,0.0,0.17,0.24,0.0,0.24,3457.0,0.28,0.0,0.28,81.0,2.57,80.0,2.85,2.56,0.0,2.56,0.0,0.0,0.0,2.56,0.0,2.56,0.35,0.04,0.39,2.2,0.0,0.0,2.2,0.31,0.0,0.31,2.09,0.0,0.0,2.09,0.04,0.04,0.08,0.11,0.0,0.0,0.11,0.34,0.0,0.34,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,105.65,0.0,105.65,105.8,0.0,105.8,786.78,0.15,0.0,0.15,105.65,0.0,105.65,105.8,0.0,105.8,786.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75,105.86,0.0,105.86,109.61,0.0,109.61
IL,Moultrie County,17139,2010,14845.999999999998,8690.0,2500.0,11190.0,1.06,0.0,1.06,0.0,0.0,0.0,1.06,0.0,1.06,3656.0,0.29,0.0,0.29,79.0,0.9,80.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.01,0.34,0.94,0.0,0.0,0.94,0.3,0.0,0.3,0.9,0.0,0.0,0.9,0.03,0.01,0.04,0.04,0.0,0.0,0.04,0.08,0.0,0.08,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,1.76,0.01,0.0,0.01,1.77,0.0,1.77
IL,Ogle County,17141,2010,53497.0,33300.0,0.0,33300.0,5.14,0.0,5.14,0.0,0.0,0.0,5.14,0.0,5.14,20197.0,1.62,0.0,1.62,80.0,2.66,80.0,4.28,1.86,0.0,1.86,0.0,0.0,0.0,1.86,0.0,1.86,0.26,0.06,0.32,0.31,0.0,0.0,0.31,0.09,0.0,0.09,0.08,0.0,0.0,0.08,0.17,0.06,0.23,0.23,0.0,0.0,0.23,0.83,0.0,0.83,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.82,0.0,0.82,0.0,0.0,0.0,0.82,0.0,0.82,0.04,0.0,0.04,55.52,0.0,55.52,55.56,0.0,55.56,19855.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,55.52,0.0,55.52,55.56,0.0,55.56,19855.71,10.57,0.0,10.57,55.58,0.0,55.58,66.15,0.0,66.15
IL,Peoria County,17143,2010,186494.00000000003,29440.0,139810.0,169250.0,15.81,0.0,15.81,8.18,0.0,8.18,23.99,0.0,23.99,17244.0,1.38,0.0,1.38,80.0,13.55,80.0,14.93,14.8,0.0,14.8,111.75,0.0,111.75,126.55,0.0,126.55,1.1,0.26,1.36,3.84,0.0,0.0,3.84,0.83,0.0,0.83,3.24,0.0,0.0,3.24,0.27,0.26,0.53,0.6,0.0,0.0,0.6,0.31,0.0,0.31,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.34,0.0,0.34,0.44,0.0,0.44,0.0,0.0,0.0,381.84,0.0,381.84,381.84,0.0,381.84,4922.84,0.0,0.0,0.0,381.84,0.0,381.84,381.84,0.0,381.84,4922.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,33.5,502.37,0.0,502.37,535.87,0.0,535.87
IL,Perry County,17145,2010,22350.0,550.0,16410.0,16960.0,0.06,0.0,0.06,0.76,0.0,0.76,0.82,0.0,0.82,5390.0,0.43,0.0,0.43,80.0,1.35,80.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.04,0.1,0.0,0.1,0.0,,0.0,0.16,,0.16,0.16,0.0,0.16,0.05,0.01,0.06,0.47,0.0,0.47,0.52,0.01,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.01,0.65,1.43,0.0,1.43,2.07,0.01,2.08
IL,Piatt County,17147,2010,16729.0,11460.0,0.0,11460.0,1.31,0.0,1.31,0.0,0.0,0.0,1.31,0.0,1.31,5269.0,0.42,0.0,0.42,80.0,0.92,80.0,1.34,3.72,0.0,3.72,0.0,0.0,0.0,3.72,0.0,3.72,0.18,0.0,0.18,0.5,0.0,0.0,0.5,0.16,0.0,0.16,0.48,0.0,0.0,0.48,0.02,0.0,0.02,0.02,0.0,0.0,0.02,0.13,0.0,0.13,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.0,5.76,0.0,0.0,0.0,5.76,0.0,5.76
IL,Pike County,17149,2010,16430.0,15100.0,0.0,15100.0,1.19,0.0,1.19,0.63,0.0,0.63,1.82,0.0,1.82,1330.0,0.11,0.0,0.11,83.0,1.21,80.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.01,0.35,0.22,0.0,0.0,0.22,0.33,0.0,0.33,0.18,0.0,0.0,0.18,0.01,0.01,0.02,0.04,0.0,0.0,0.04,0.73,0.0,0.73,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.1,0.0,0.1,0.12,0.0,0.12,0.01,0.0,0.01,11.49,0.0,11.49,11.5,0.0,11.5,61.78,0.0,0.0,0.0,11.49,0.0,11.49,11.49,0.0,11.49,61.78,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,2.4,0.0,2.4,12.23,0.0,12.23,14.63,0.0,14.63
IL,Pope County,17151,2010,4470.0,4390.0,0.0,4390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.01,0.0,0.01,125.0,0.35,80.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.01,,0.01,0.0,,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.07
IL,Pulaski County,17153,2010,6161.000000000001,3060.0,0.0,3060.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,3101.0000000000005,0.25,0.0,0.25,81.0,0.24,78.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.02,0.0,0.0,0.02,0.05,0.0,0.05,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.15,0.0,0.15,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.54,0.18,0.0,0.18,0.72,0.0,0.72
IL,Putnam County,17155,2010,6006.0,4110.0,0.0,4110.0,0.42,0.0,0.42,0.0,0.0,0.0,0.42,0.0,0.42,1896.0,0.15,0.0,0.15,79.0,0.33,80.0,0.48,0.18,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.18,0.08,0.02,0.1,0.13,0.0,0.0,0.13,0.03,0.0,0.03,0.09,0.0,0.0,0.09,0.05,0.02,0.07,0.04,0.0,0.0,0.04,0.04,0.0,0.04,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.05,0.0,2.05,2.15,0.0,2.15,0.49,0.0,0.49,196.89,0.0,196.89,197.38,0.0,197.38,2252.92,0.49,0.0,0.49,196.89,0.0,196.89,197.38,0.0,197.38,2252.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,1.46,198.96,0.0,198.96,200.42,0.0,200.42
